"","Hub","ID","Animal.Sex","Animal.Length..m.","Date","Date.and.Time..UTC."
"1","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 4:00"
"2","aquaHub-661034","9001-43287","Female",201,2025-09-14,"2025-09-14 4:52"
"3","aquaHub-660273","9001-16713","Female",2.1,2025-09-14,"2025-09-14 5:12"
"4","aquaHub-660110","9001-43283","Male",168,2025-09-14,"2025-09-14 5:12"
"5","aquaHub-660273","9001-16713","Female",2.1,2025-09-14,"2025-09-14 5:13"
"6","aquaHub-660110","9001-43283","Male",168,2025-09-14,"2025-09-14 5:14"
"7","aquaHub-660273","9001-16713","Female",2.1,2025-09-14,"2025-09-14 5:15"
"8","aquaHub-660110","9001-43283","Male",168,2025-09-14,"2025-09-14 5:16"
"9","aquaHub-660110","9001-43283","Male",168,2025-09-14,"2025-09-14 5:19"
"10","aquaHub-660110","9001-52043","Male",1.5,2025-09-14,"2025-09-14 5:24"
"11","aquaHub-660110","9001-43283","Male",168,2025-09-14,"2025-09-14 5:25"
"12","aquaHub-660110","9001-52043","Male",1.5,2025-09-14,"2025-09-14 5:26"
"13","aquaHub-660110","9001-43283","Male",168,2025-09-14,"2025-09-14 5:26"
"14","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 5:26"
"15","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 5:29"
"16","aquaHub-660273","9001-16713","Female",2.1,2025-09-14,"2025-09-14 5:30"
"17","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 5:32"
"18","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 5:34"
"19","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 5:36"
"20","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 5:39"
"21","aquaHub-660110","9001-52043","Male",1.5,2025-09-14,"2025-09-14 5:39"
"22","aquaHub-660110","9001-52043","Male",1.5,2025-09-14,"2025-09-14 5:41"
"23","aquaHub-660110","9001-47193","Male",159,2025-09-14,"2025-09-14 5:45"
"24","aquaHub-660110","9001-52043","Male",1.5,2025-09-14,"2025-09-14 5:45"
"25","aquaHub-660110","9001-52043","Male",1.5,2025-09-14,"2025-09-14 5:47"
"26","aquaHub-660110","9001-47193","Male",159,2025-09-14,"2025-09-14 5:47"
"27","aquaHub-660110","9001-52043","Male",1.5,2025-09-14,"2025-09-14 5:49"
"28","aquaHub-660110","9001-52043","Male",1.5,2025-09-14,"2025-09-14 5:51"
"29","aquaHub-660110","9001-52043","Male",1.5,2025-09-14,"2025-09-14 5:52"
"30","aquaHub-660110","9001-52043","Male",1.5,2025-09-14,"2025-09-14 5:54"
"31","aquaHub-660110","9001-52043","Male",1.5,2025-09-14,"2025-09-14 5:56"
"32","aquaHub-660110","9001-52043","Male",1.5,2025-09-14,"2025-09-14 5:58"
"33","aquaHub-660110","9001-52043","Male",1.5,2025-09-14,"2025-09-14 6:00"
"34","aquaHub-660141","9001-16704","Unknown",2.1,2025-09-14,"2025-09-14 6:02"
"35","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 6:11"
"36","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 6:15"
"37","aquaHub-660110","9001-26747","Male",1.4,2025-09-14,"2025-09-14 6:22"
"38","aquaHub-660273","9001-52042","Male",150,2025-09-14,"2025-09-14 6:22"
"39","aquaHub-660273","9001-52038","Male",153,2025-09-14,"2025-09-14 6:24"
"40","aquaHub-660273","9001-52042","Male",150,2025-09-14,"2025-09-14 6:29"
"41","aquaHub-660110","9001-26747","Male",1.4,2025-09-14,"2025-09-14 6:29"
"42","aquaHub-660273","9001-52042","Male",150,2025-09-14,"2025-09-14 6:31"
"43","aquaHub-660273","9001-52038","Male",153,2025-09-14,"2025-09-14 6:33"
"44","aquaHub-660110","9001-16713","Female",2.1,2025-09-14,"2025-09-14 6:35"
"45","aquaHub-660273","9001-52038","Male",153,2025-09-14,"2025-09-14 6:35"
"46","aquaHub-660141","9001-16704","Unknown",2.1,2025-09-14,"2025-09-14 6:36"
"47","aquaHub-660273","9001-52038","Male",153,2025-09-14,"2025-09-14 6:36"
"48","aquaHub-660273","9001-52042","Male",150,2025-09-14,"2025-09-14 6:39"
"49","aquaHub-660143","9001-52036","Male",161,2025-09-14,"2025-09-14 6:39"
"50","aquaHub-660273","9001-43148","Male",162,2025-09-14,"2025-09-14 6:39"
"51","aquaHub-660273","9001-52038","Male",153,2025-09-14,"2025-09-14 6:42"
"52","aquaHub-660273","9001-43148","Male",162,2025-09-14,"2025-09-14 6:42"
"53","aquaHub-660273","9001-52042","Male",150,2025-09-14,"2025-09-14 6:43"
"54","aquaHub-660273","9001-52038","Male",153,2025-09-14,"2025-09-14 6:44"
"55","aquaHub-660273","9001-52042","Male",150,2025-09-14,"2025-09-14 6:44"
"56","aquaHub-660273","9001-52042","Male",150,2025-09-14,"2025-09-14 6:47"
"57","aquaHub-660273","9001-52038","Male",153,2025-09-14,"2025-09-14 6:48"
"58","aquaHub-660273","9001-52042","Male",150,2025-09-14,"2025-09-14 6:48"
"59","aquaHub-660143","9001-52036","Male",161,2025-09-14,"2025-09-14 6:49"
"60","aquaHub-660273","9001-52038","Male",153,2025-09-14,"2025-09-14 6:49"
"61","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 6:50"
"62","aquaHub-660273","9001-43148","Male",162,2025-09-14,"2025-09-14 6:50"
"63","aquaHub-660273","9001-52042","Male",150,2025-09-14,"2025-09-14 6:51"
"64","aquaHub-660273","9001-52038","Male",153,2025-09-14,"2025-09-14 6:51"
"65","aquaHub-660273","9001-52042","Male",150,2025-09-14,"2025-09-14 6:52"
"66","aquaHub-660273","9001-43148","Male",162,2025-09-14,"2025-09-14 6:52"
"67","aquaHub-660273","9001-52042","Male",150,2025-09-14,"2025-09-14 6:53"
"68","aquaHub-660273","9001-43148","Male",162,2025-09-14,"2025-09-14 6:54"
"69","aquaHub-660273","9001-52042","Male",150,2025-09-14,"2025-09-14 6:55"
"70","aquaHub-660273","9001-52038","Male",153,2025-09-14,"2025-09-14 6:55"
"71","aquaHub-660273","9001-43148","Male",162,2025-09-14,"2025-09-14 6:57"
"72","aquaHub-660273","9001-52038","Male",153,2025-09-14,"2025-09-14 6:58"
"73","aquaHub-660273","9001-43148","Male",162,2025-09-14,"2025-09-14 6:59"
"74","aquaHub-660273","9001-52038","Male",153,2025-09-14,"2025-09-14 7:00"
"75","aquaHub-660273","9001-52042","Male",150,2025-09-14,"2025-09-14 7:00"
"76","aquaHub-660273","9001-52042","Male",150,2025-09-14,"2025-09-14 7:02"
"77","aquaHub-660273","9001-52038","Male",153,2025-09-14,"2025-09-14 7:02"
"78","aquaHub-660273","9001-43148","Male",162,2025-09-14,"2025-09-14 7:04"
"79","aquaHub-660273","9001-52042","Male",150,2025-09-14,"2025-09-14 7:05"
"80","aquaHub-660143","9001-52036","Male",161,2025-09-14,"2025-09-14 7:10"
"81","aquaHub-661034","9001-43287","Female",201,2025-09-14,"2025-09-14 7:11"
"82","aquaHub-660143","9001-52036","Male",161,2025-09-14,"2025-09-14 7:13"
"83","aquaHub-660273","9001-52038","Male",153,2025-09-14,"2025-09-14 7:13"
"84","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 7:13"
"85","aquaHub-660273","9006-6277","Male",154,2025-09-14,"2025-09-14 7:14"
"86","aquaHub-660273","9001-52038","Male",153,2025-09-14,"2025-09-14 7:15"
"87","aquaHub-660273","9006-6277","Male",154,2025-09-14,"2025-09-14 7:15"
"88","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 7:18"
"89","aquaHub-660273","9006-6277","Male",154,2025-09-14,"2025-09-14 7:18"
"90","aquaHub-660273","9001-52038","Male",153,2025-09-14,"2025-09-14 7:19"
"91","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 7:20"
"92","aquaHub-660273","9001-52038","Male",153,2025-09-14,"2025-09-14 7:22"
"93","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 7:22"
"94","aquaHub-660273","9001-52043","Male",1.5,2025-09-14,"2025-09-14 7:23"
"95","aquaHub-661034","9001-43287","Female",201,2025-09-14,"2025-09-14 7:25"
"96","aquaHub-660273","9001-26746","Male",1.4,2025-09-14,"2025-09-14 7:27"
"97","aquaHub-660273","9001-52043","Male",1.5,2025-09-14,"2025-09-14 7:27"
"98","aquaHub-660273","9001-52043","Male",1.5,2025-09-14,"2025-09-14 7:29"
"99","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 7:30"
"100","aquaHub-660273","9001-52043","Male",1.5,2025-09-14,"2025-09-14 7:31"
"101","aquaHub-660273","9001-52043","Male",1.5,2025-09-14,"2025-09-14 7:34"
"102","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 7:35"
"103","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 7:39"
"104","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 7:40"
"105","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 7:42"
"106","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 7:47"
"107","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 7:47"
"108","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 7:48"
"109","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 7:52"
"110","aquaHub-660273","9001-52042","Male",150,2025-09-14,"2025-09-14 7:53"
"111","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 7:56"
"112","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 7:58"
"113","aquaHub-660273","9001-52042","Male",150,2025-09-14,"2025-09-14 7:59"
"114","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 8:02"
"115","aquaHub-660143","9001-52036","Male",161,2025-09-14,"2025-09-14 8:04"
"116","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 8:04"
"117","aquaHub-660143","9001-52036","Male",161,2025-09-14,"2025-09-14 8:06"
"118","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 8:07"
"119","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 8:09"
"120","aquaHub-660110","9001-43148","Male",162,2025-09-14,"2025-09-14 8:09"
"121","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 8:11"
"122","aquaHub-660110","9001-43148","Male",162,2025-09-14,"2025-09-14 8:11"
"123","aquaHub-660110","9001-43148","Male",162,2025-09-14,"2025-09-14 8:13"
"124","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 8:13"
"125","aquaHub-660143","9001-52036","Male",161,2025-09-14,"2025-09-14 8:14"
"126","aquaHub-660110","9001-43148","Male",162,2025-09-14,"2025-09-14 8:15"
"127","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 8:15"
"128","aquaHub-660143","9001-52036","Male",161,2025-09-14,"2025-09-14 8:15"
"129","aquaHub-660143","9001-52036","Male",161,2025-09-14,"2025-09-14 8:17"
"130","aquaHub-660110","9001-43148","Male",162,2025-09-14,"2025-09-14 8:17"
"131","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 8:18"
"132","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 8:20"
"133","aquaHub-660143","9001-52036","Male",161,2025-09-14,"2025-09-14 8:21"
"134","aquaHub-660143","9001-52036","Male",161,2025-09-14,"2025-09-14 8:23"
"135","aquaHub-660143","9001-52036","Male",161,2025-09-14,"2025-09-14 8:25"
"136","aquaHub-660110","9001-43148","Male",162,2025-09-14,"2025-09-14 8:25"
"137","aquaHub-660110","9001-43148","Male",162,2025-09-14,"2025-09-14 8:27"
"138","aquaHub-660143","9001-52036","Male",161,2025-09-14,"2025-09-14 8:27"
"139","aquaHub-660110","9001-43148","Male",162,2025-09-14,"2025-09-14 8:29"
"140","aquaHub-660143","9001-52036","Male",161,2025-09-14,"2025-09-14 8:29"
"141","aquaHub-660143","9001-52036","Male",161,2025-09-14,"2025-09-14 8:31"
"142","aquaHub-660143","9001-52036","Male",161,2025-09-14,"2025-09-14 8:35"
"143","aquaHub-660143","9001-52036","Male",161,2025-09-14,"2025-09-14 8:39"
"144","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 8:47"
"145","aquaHub-660143","9001-52036","Male",161,2025-09-14,"2025-09-14 8:48"
"146","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 8:49"
"147","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 8:51"
"148","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 8:53"
"149","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 8:55"
"150","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 8:57"
"151","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 9:01"
"152","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 9:03"
"153","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 9:08"
"154","aquaHub-660143","9001-52036","Male",161,2025-09-14,"2025-09-14 9:09"
"155","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 9:10"
"156","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 9:12"
"157","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 9:13"
"158","aquaHub-660110","9001-43288","Male",167,2025-09-14,"2025-09-14 9:16"
"159","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 9:18"
"160","aquaHub-660110","9001-43288","Male",167,2025-09-14,"2025-09-14 9:19"
"161","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 9:21"
"162","aquaHub-660110","9001-43148","Male",162,2025-09-14,"2025-09-14 9:21"
"163","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 9:22"
"164","aquaHub-660143","9001-52036","Male",161,2025-09-14,"2025-09-14 9:23"
"165","aquaHub-660110","9001-43148","Male",162,2025-09-14,"2025-09-14 9:23"
"166","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 9:24"
"167","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 9:26"
"168","aquaHub-660110","9001-43288","Male",167,2025-09-14,"2025-09-14 9:26"
"169","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 9:28"
"170","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 9:28"
"171","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 9:29"
"172","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 9:31"
"173","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 9:32"
"174","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 9:33"
"175","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 9:34"
"176","aquaHub-660110","9001-43148","Male",162,2025-09-14,"2025-09-14 9:34"
"177","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 9:35"
"178","aquaHub-660110","9001-43288","Male",167,2025-09-14,"2025-09-14 9:35"
"179","aquaHub-660143","9001-52036","Male",161,2025-09-14,"2025-09-14 9:36"
"180","aquaHub-660110","9001-43148","Male",162,2025-09-14,"2025-09-14 9:37"
"181","aquaHub-661034","9001-43287","Female",201,2025-09-14,"2025-09-14 9:37"
"182","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 9:39"
"183","aquaHub-660110","9001-43148","Male",162,2025-09-14,"2025-09-14 9:39"
"184","aquaHub-660110","9001-43288","Male",167,2025-09-14,"2025-09-14 9:40"
"185","aquaHub-660110","9001-43288","Male",167,2025-09-14,"2025-09-14 9:41"
"186","aquaHub-660110","9001-43148","Male",162,2025-09-14,"2025-09-14 9:42"
"187","aquaHub-660110","9001-43288","Male",167,2025-09-14,"2025-09-14 9:43"
"188","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 9:44"
"189","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 9:44"
"190","aquaHub-660110","9001-43148","Male",162,2025-09-14,"2025-09-14 9:45"
"191","aquaHub-660110","9001-43288","Male",167,2025-09-14,"2025-09-14 9:45"
"192","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 9:45"
"193","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 9:46"
"194","aquaHub-660110","9001-43288","Male",167,2025-09-14,"2025-09-14 9:49"
"195","aquaHub-660110","9001-43148","Male",162,2025-09-14,"2025-09-14 9:49"
"196","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 9:50"
"197","aquaHub-660110","9001-43288","Male",167,2025-09-14,"2025-09-14 9:51"
"198","aquaHub-660110","9001-43148","Male",162,2025-09-14,"2025-09-14 9:52"
"199","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 9:52"
"200","aquaHub-660110","9001-43288","Male",167,2025-09-14,"2025-09-14 9:54"
"201","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 9:55"
"202","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 9:55"
"203","aquaHub-660110","9001-43288","Male",167,2025-09-14,"2025-09-14 9:56"
"204","aquaHub-660110","9001-43148","Male",162,2025-09-14,"2025-09-14 9:56"
"205","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 9:57"
"206","aquaHub-660273","9001-43149","Male",165,2025-09-14,"2025-09-14 9:57"
"207","aquaHub-661034","9001-43287","Female",201,2025-09-14,"2025-09-14 9:59"
"208","aquaHub-660273","9001-43149","Male",165,2025-09-14,"2025-09-14 9:59"
"209","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 10:01"
"210","aquaHub-660273","9001-43149","Male",165,2025-09-14,"2025-09-14 10:01"
"211","aquaHub-660110","9001-43148","Male",162,2025-09-14,"2025-09-14 10:02"
"212","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 10:02"
"213","aquaHub-660273","9001-43149","Male",165,2025-09-14,"2025-09-14 10:02"
"214","aquaHub-660110","9001-43148","Male",162,2025-09-14,"2025-09-14 10:04"
"215","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 10:04"
"216","aquaHub-661034","9001-43287","Female",201,2025-09-14,"2025-09-14 10:05"
"217","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 10:06"
"218","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 10:07"
"219","aquaHub-660110","9001-43148","Male",162,2025-09-14,"2025-09-14 10:09"
"220","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 10:10"
"221","aquaHub-660273","9001-43149","Male",165,2025-09-14,"2025-09-14 10:11"
"222","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 10:11"
"223","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 10:12"
"224","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 10:14"
"225","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 10:15"
"226","aquaHub-660110","9001-43288","Male",167,2025-09-14,"2025-09-14 10:16"
"227","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 10:18"
"228","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 10:20"
"229","aquaHub-660110","9001-43148","Male",162,2025-09-14,"2025-09-14 10:20"
"230","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 10:22"
"231","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 10:23"
"232","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 10:25"
"233","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 10:27"
"234","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 10:30"
"235","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 10:34"
"236","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 10:35"
"237","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 10:36"
"238","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 10:38"
"239","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 10:38"
"240","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 10:40"
"241","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 10:42"
"242","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 10:43"
"243","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 10:44"
"244","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 10:46"
"245","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 10:53"
"246","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 10:53"
"247","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 10:55"
"248","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 10:55"
"249","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 10:57"
"250","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 10:57"
"251","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 10:58"
"252","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 11:00"
"253","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 11:00"
"254","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 11:01"
"255","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 11:02"
"256","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 11:03"
"257","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 11:05"
"258","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 11:10"
"259","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 11:12"
"260","aquaHub-660110","9001-43149","Male",165,2025-09-14,"2025-09-14 11:13"
"261","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 11:13"
"262","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 11:15"
"263","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 11:17"
"264","aquaHub-660110","9001-43149","Male",165,2025-09-14,"2025-09-14 11:17"
"265","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 11:18"
"266","aquaHub-660110","9001-43149","Male",165,2025-09-14,"2025-09-14 11:19"
"267","aquaHub-660143","9001-52036","Male",161,2025-09-14,"2025-09-14 11:21"
"268","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 11:21"
"269","aquaHub-660110","9001-43149","Male",165,2025-09-14,"2025-09-14 11:21"
"270","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 11:23"
"271","aquaHub-660110","9001-43149","Male",165,2025-09-14,"2025-09-14 11:24"
"272","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 11:25"
"273","aquaHub-660110","9001-43149","Male",165,2025-09-14,"2025-09-14 11:27"
"274","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 11:27"
"275","aquaHub-660110","9001-43149","Male",165,2025-09-14,"2025-09-14 11:28"
"276","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 11:29"
"277","aquaHub-660110","9001-43149","Male",165,2025-09-14,"2025-09-14 11:30"
"278","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 11:31"
"279","aquaHub-660110","9001-43149","Male",165,2025-09-14,"2025-09-14 11:32"
"280","aquaHub-660110","9001-43149","Male",165,2025-09-14,"2025-09-14 11:33"
"281","aquaHub-660110","9001-43149","Male",165,2025-09-14,"2025-09-14 11:35"
"282","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 11:36"
"283","aquaHub-660110","9001-43149","Male",165,2025-09-14,"2025-09-14 11:38"
"284","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 11:38"
"285","aquaHub-660110","9001-43149","Male",165,2025-09-14,"2025-09-14 11:40"
"286","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 11:41"
"287","aquaHub-660110","9001-43149","Male",165,2025-09-14,"2025-09-14 11:42"
"288","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 11:43"
"289","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 11:47"
"290","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 11:49"
"291","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 11:52"
"292","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 11:52"
"293","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 11:54"
"294","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 11:54"
"295","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 11:57"
"296","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 11:58"
"297","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 12:02"
"298","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 12:03"
"299","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 12:04"
"300","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 12:06"
"301","aquaHub-660298","9001-52022","Male",1.6,2025-09-14,"2025-09-14 12:07"
"302","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 12:09"
"303","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 12:11"
"304","aquaHub-660141","9001-52029","Male",1.5,2025-09-14,"2025-09-14 12:14"
"305","aquaHub-660273","9001-26756","Male",1.6,2025-09-14,"2025-09-14 12:21"
"306","aquaHub-660273","9001-26756","Male",1.6,2025-09-14,"2025-09-14 12:23"
"307","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 12:24"
"308","aquaHub-660273","9001-26756","Male",1.6,2025-09-14,"2025-09-14 12:25"
"309","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 12:26"
"310","aquaHub-661033","9001-64489","Female",2.1,2025-09-14,"2025-09-14 12:27"
"311","aquaHub-660273","9001-26756","Male",1.6,2025-09-14,"2025-09-14 12:27"
"312","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 12:29"
"313","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 12:31"
"314","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 12:34"
"315","aquaHub-660298","9001-52031","Male",1.6,2025-09-14,"2025-09-14 12:35"
"316","aquaHub-660273","9001-26756","Male",1.6,2025-09-14,"2025-09-14 12:37"
