"","Hub","ID","Animal.Sex","Animal.Length..m.","Date","Date.and.Time..UTC."
"4389","aquaHub-660298","9001-52029","Male",1.5,2025-09-17,"2025-09-17 21:54"
"4390","aquaHub-660298","9001-52029","Male",1.5,2025-09-17,"2025-09-17 21:56"
"4391","aquaHub-660298","9001-52039","Male",170,2025-09-17,"2025-09-17 21:56"
"4392","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-17,"2025-09-17 21:59"
"4393","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-17,"2025-09-17 22:00"
"4394","aquaHub-660298","9001-52029","Male",1.5,2025-09-17,"2025-09-17 22:00"
"4395","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-17,"2025-09-17 22:02"
"4396","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-17,"2025-09-17 22:03"
"4397","aquaHub-660273","9001-52043","Male",1.5,2025-09-17,"2025-09-17 22:04"
"4398","aquaHub-660298","9001-52036","Male",161,2025-09-17,"2025-09-17 22:06"
"4399","aquaHub-660273","9001-52043","Male",1.5,2025-09-17,"2025-09-17 22:07"
"4400","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-17,"2025-09-17 22:07"
"4401","aquaHub-660273","9001-52043","Male",1.5,2025-09-17,"2025-09-17 22:08"
"4402","aquaHub-660298","9001-52036","Male",161,2025-09-17,"2025-09-17 22:10"
"4403","aquaHub-660298","9001-52036","Male",161,2025-09-17,"2025-09-17 22:12"
"4404","aquaHub-660298","9001-52036","Male",161,2025-09-17,"2025-09-17 22:15"
"4405","aquaHub-660298","9001-52036","Male",161,2025-09-17,"2025-09-17 22:18"
"4406","aquaHub-660298","9001-52039","Male",170,2025-09-17,"2025-09-17 22:18"
"4407","aquaHub-660298","9001-52029","Male",1.5,2025-09-17,"2025-09-17 22:18"
"4408","aquaHub-660298","9001-52039","Male",170,2025-09-17,"2025-09-17 22:20"
"4409","aquaHub-660298","9001-52039","Male",170,2025-09-17,"2025-09-17 22:22"
"4410","aquaHub-660298","9001-52036","Male",161,2025-09-17,"2025-09-17 22:23"
"4411","aquaHub-660298","9001-52029","Male",1.5,2025-09-17,"2025-09-17 22:23"
"4412","aquaHub-660298","9001-52039","Male",170,2025-09-17,"2025-09-17 22:24"
"4413","aquaHub-660298","9001-52036","Male",161,2025-09-17,"2025-09-17 22:25"
"4414","aquaHub-660298","9001-52029","Male",1.5,2025-09-17,"2025-09-17 22:25"
"4415","aquaHub-660273","9001-52022","Male",1.6,2025-09-17,"2025-09-17 22:26"
"4416","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-17,"2025-09-17 22:26"
"4417","aquaHub-660298","9001-52039","Male",170,2025-09-17,"2025-09-17 22:27"
"4418","aquaHub-660298","9001-52036","Male",161,2025-09-17,"2025-09-17 22:27"
"4419","aquaHub-660273","9001-52022","Male",1.6,2025-09-17,"2025-09-17 22:27"
"4420","aquaHub-660298","9001-52029","Male",1.5,2025-09-17,"2025-09-17 22:28"
"4421","aquaHub-660273","9001-52043","Male",1.5,2025-09-17,"2025-09-17 22:29"
"4422","aquaHub-660273","9001-52022","Male",1.6,2025-09-17,"2025-09-17 22:30"
"4423","aquaHub-660298","9001-52036","Male",161,2025-09-17,"2025-09-17 22:30"
"4424","aquaHub-660273","9001-52022","Male",1.6,2025-09-17,"2025-09-17 22:31"
"4425","aquaHub-660298","9001-52029","Male",1.5,2025-09-17,"2025-09-17 22:33"
"4426","aquaHub-660273","9001-52022","Male",1.6,2025-09-17,"2025-09-17 22:33"
"4427","aquaHub-660273","9001-52022","Male",1.6,2025-09-17,"2025-09-17 22:35"
"4428","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-17,"2025-09-17 22:37"
"4429","aquaHub-660298","9001-52029","Male",1.5,2025-09-17,"2025-09-17 22:38"
"4430","aquaHub-660273","9001-28297","Male",1.6,2025-09-17,"2025-09-17 22:39"
"4431","aquaHub-660298","9001-52036","Male",161,2025-09-17,"2025-09-17 22:40"
"4432","aquaHub-660298","9001-52039","Male",170,2025-09-17,"2025-09-17 22:41"
"4433","aquaHub-660298","9001-52036","Male",161,2025-09-17,"2025-09-17 22:42"
"4434","aquaHub-660273","9001-28297","Male",1.6,2025-09-17,"2025-09-17 22:42"
"4435","aquaHub-660298","9001-26747","Male",1.4,2025-09-17,"2025-09-17 22:43"
"4436","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-17,"2025-09-17 22:44"
"4437","aquaHub-660298","9001-52039","Male",170,2025-09-17,"2025-09-17 22:45"
"4438","aquaHub-660273","9001-28297","Male",1.6,2025-09-17,"2025-09-17 22:45"
"4439","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-17,"2025-09-17 22:46"
"4440","aquaHub-660298","9001-52029","Male",1.5,2025-09-17,"2025-09-17 22:46"
"4441","aquaHub-660298","9001-52029","Male",1.5,2025-09-17,"2025-09-17 22:48"
"4442","aquaHub-660273","9001-28297","Male",1.6,2025-09-17,"2025-09-17 22:48"
"4443","aquaHub-660298","9001-52036","Male",161,2025-09-17,"2025-09-17 22:49"
"4444","aquaHub-660298","9001-52039","Male",170,2025-09-17,"2025-09-17 22:50"
"4445","aquaHub-660298","9001-52029","Male",1.5,2025-09-17,"2025-09-17 22:50"
"4446","aquaHub-660273","9001-28297","Male",1.6,2025-09-17,"2025-09-17 22:51"
"4447","aquaHub-660298","9001-52039","Male",170,2025-09-17,"2025-09-17 22:52"
"4448","aquaHub-660298","9001-52029","Male",1.5,2025-09-17,"2025-09-17 22:53"
"4449","aquaHub-660298","9001-52036","Male",161,2025-09-17,"2025-09-17 22:53"
"4450","aquaHub-660298","9001-26747","Male",1.4,2025-09-17,"2025-09-17 22:55"
"4451","aquaHub-660298","9001-52039","Male",170,2025-09-17,"2025-09-17 22:55"
"4452","aquaHub-660298","9001-52029","Male",1.5,2025-09-17,"2025-09-17 22:55"
"4453","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-17,"2025-09-17 22:56"
"4454","aquaHub-660298","9001-52039","Male",170,2025-09-17,"2025-09-17 22:57"
"4455","aquaHub-660298","9001-52029","Male",1.5,2025-09-17,"2025-09-17 22:58"
"4456","aquaHub-660298","9001-52039","Male",170,2025-09-17,"2025-09-17 23:00"
"4457","aquaHub-660298","9001-52036","Male",161,2025-09-17,"2025-09-17 23:00"
"4458","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-17,"2025-09-17 23:01"
"4459","aquaHub-660298","9001-52029","Male",1.5,2025-09-17,"2025-09-17 23:02"
"4460","aquaHub-660298","9001-52039","Male",170,2025-09-17,"2025-09-17 23:02"
"4461","aquaHub-660110","9001-52031","Male",1.6,2025-09-17,"2025-09-17 23:02"
"4462","aquaHub-660298","9001-52036","Male",161,2025-09-17,"2025-09-17 23:03"
"4463","aquaHub-660298","9001-52029","Male",1.5,2025-09-17,"2025-09-17 23:03"
"4464","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-17,"2025-09-17 23:04"
"4465","aquaHub-660298","9001-52036","Male",161,2025-09-17,"2025-09-17 23:05"
"4466","aquaHub-660298","9001-52029","Male",1.5,2025-09-17,"2025-09-17 23:05"
"4467","aquaHub-660110","9001-52043","Male",1.5,2025-09-17,"2025-09-17 23:06"
"4468","aquaHub-660298","9001-52039","Male",170,2025-09-17,"2025-09-17 23:07"
"4469","aquaHub-660298","9001-52036","Male",161,2025-09-17,"2025-09-17 23:08"
"4470","aquaHub-660110","9001-52031","Male",1.6,2025-09-17,"2025-09-17 23:08"
"4471","aquaHub-660298","9001-52029","Male",1.5,2025-09-17,"2025-09-17 23:08"
"4472","aquaHub-660110","9001-52043","Male",1.5,2025-09-17,"2025-09-17 23:08"
"4473","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-17,"2025-09-17 23:10"
"4474","aquaHub-660110","9001-52031","Male",1.6,2025-09-17,"2025-09-17 23:10"
"4475","aquaHub-660110","9001-52043","Male",1.5,2025-09-17,"2025-09-17 23:11"
"4476","aquaHub-660298","9001-52039","Male",170,2025-09-17,"2025-09-17 23:11"
"4477","aquaHub-660298","9001-52029","Male",1.5,2025-09-17,"2025-09-17 23:12"
"4478","aquaHub-660110","9001-52031","Male",1.6,2025-09-17,"2025-09-17 23:13"
"4479","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-17,"2025-09-17 23:13"
"4480","aquaHub-660110","9001-52043","Male",1.5,2025-09-17,"2025-09-17 23:13"
"4481","aquaHub-660298","9001-52039","Male",170,2025-09-17,"2025-09-17 23:14"
"4482","aquaHub-660110","9001-52043","Male",1.5,2025-09-17,"2025-09-17 23:14"
"4483","aquaHub-660110","9001-52031","Male",1.6,2025-09-17,"2025-09-17 23:14"
"4484","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-17,"2025-09-17 23:15"
"4485","aquaHub-660298","9001-52029","Male",1.5,2025-09-17,"2025-09-17 23:15"
"4486","aquaHub-660298","9001-52036","Male",161,2025-09-17,"2025-09-17 23:15"
"4487","aquaHub-660110","9001-52043","Male",1.5,2025-09-17,"2025-09-17 23:16"
"4488","aquaHub-660110","9001-52031","Male",1.6,2025-09-17,"2025-09-17 23:17"
"4489","aquaHub-660110","9001-52043","Male",1.5,2025-09-17,"2025-09-17 23:18"
"4490","aquaHub-660298","9001-52029","Male",1.5,2025-09-17,"2025-09-17 23:18"
"4491","aquaHub-660298","9001-52036","Male",161,2025-09-17,"2025-09-17 23:18"
"4492","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-17,"2025-09-17 23:20"
"4493","aquaHub-660298","9001-52036","Male",161,2025-09-17,"2025-09-17 23:20"
"4494","aquaHub-660298","9001-52029","Male",1.5,2025-09-17,"2025-09-17 23:20"
"4495","aquaHub-660298","9001-52039","Male",170,2025-09-17,"2025-09-17 23:20"
"4496","aquaHub-660110","9001-52043","Male",1.5,2025-09-17,"2025-09-17 23:21"
"4497","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-17,"2025-09-17 23:21"
"4498","aquaHub-660298","9001-52036","Male",161,2025-09-17,"2025-09-17 23:22"
"4499","aquaHub-660110","9001-52043","Male",1.5,2025-09-17,"2025-09-17 23:23"
"4500","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-17,"2025-09-17 23:24"
"4501","aquaHub-660298","9001-52036","Male",161,2025-09-17,"2025-09-17 23:25"
"4502","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-17,"2025-09-17 23:25"
"4503","aquaHub-660298","9001-52039","Male",170,2025-09-17,"2025-09-17 23:26"
"4504","aquaHub-660298","9001-52029","Male",1.5,2025-09-17,"2025-09-17 23:30"
"4505","aquaHub-660298","9001-52039","Male",170,2025-09-17,"2025-09-17 23:32"
"4506","aquaHub-660298","9001-52029","Male",1.5,2025-09-17,"2025-09-17 23:32"
"4507","aquaHub-660298","9001-52039","Male",170,2025-09-17,"2025-09-17 23:34"
"4508","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-17,"2025-09-17 23:35"
"4509","aquaHub-660298","9001-52029","Male",1.5,2025-09-17,"2025-09-17 23:35"
"4510","aquaHub-660298","9001-52039","Male",170,2025-09-17,"2025-09-17 23:36"
"4511","aquaHub-660298","9001-26747","Male",1.4,2025-09-17,"2025-09-17 23:37"
"4512","aquaHub-660298","9001-52036","Male",161,2025-09-17,"2025-09-17 23:38"
"4513","aquaHub-660298","9001-52039","Male",170,2025-09-17,"2025-09-17 23:39"
"4514","aquaHub-660298","9001-52029","Male",1.5,2025-09-17,"2025-09-17 23:40"
"4515","aquaHub-660298","9001-52039","Male",170,2025-09-17,"2025-09-17 23:41"
"4516","aquaHub-660298","9001-52029","Male",1.5,2025-09-17,"2025-09-17 23:43"
"4517","aquaHub-660298","9001-52036","Male",161,2025-09-17,"2025-09-17 23:44"
"4518","aquaHub-660298","9001-26747","Male",1.4,2025-09-17,"2025-09-17 23:46"
"4519","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-17,"2025-09-17 23:46"
"4520","aquaHub-660298","9001-52029","Male",1.5,2025-09-17,"2025-09-17 23:47"
"4521","aquaHub-660298","9001-52039","Male",170,2025-09-17,"2025-09-17 23:47"
"4522","aquaHub-660298","9001-52036","Male",161,2025-09-17,"2025-09-17 23:48"
"4523","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-17,"2025-09-17 23:49"
"4524","aquaHub-660298","9001-52029","Male",1.5,2025-09-17,"2025-09-17 23:49"
"4525","aquaHub-660298","9001-52036","Male",161,2025-09-17,"2025-09-17 23:49"
"4526","aquaHub-660298","9001-52029","Male",1.5,2025-09-17,"2025-09-17 23:51"
"4527","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-17,"2025-09-17 23:52"
"4528","aquaHub-660298","9001-52036","Male",161,2025-09-17,"2025-09-17 23:52"
"4529","aquaHub-660298","9001-52039","Male",170,2025-09-17,"2025-09-17 23:53"
"4530","aquaHub-660298","9001-52029","Male",1.5,2025-09-17,"2025-09-17 23:53"
"4531","aquaHub-660298","9001-52039","Male",170,2025-09-17,"2025-09-17 23:56"
"4532","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-17,"2025-09-17 23:58"
"4533","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 0:00"
"4534","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 0:03"
"4535","aquaHub-660298","9001-26747","Male",1.4,2025-09-18,"2025-09-18 0:04"
"4536","aquaHub-660298","9001-16704","Unknown",2.1,2025-09-18,"2025-09-18 0:07"
"4537","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 0:08"
"4538","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 0:09"
"4539","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 0:11"
"4540","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 0:13"
"4541","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 0:15"
"4542","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 0:15"
"4543","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 0:15"
"4544","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 0:17"
"4545","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 0:17"
"4546","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 0:18"
"4547","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 0:18"
"4548","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 0:21"
"4549","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 0:22"
"4550","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 0:23"
"4551","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 0:23"
"4552","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 0:24"
"4553","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 0:24"
"4554","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 0:26"
"4555","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 0:26"
"4556","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 0:27"
"4557","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 0:29"
"4558","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 0:30"
"4559","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 0:31"
"4560","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 0:32"
"4561","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 0:33"
"4562","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 0:33"
"4563","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 0:34"
"4564","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 0:37"
"4565","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 0:37"
"4566","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 0:38"
"4567","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 0:39"
"4568","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 0:40"
"4569","aquaHub-660247","9001-43284","Male",166,2025-09-18,"2025-09-18 0:40"
"4570","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 0:41"
"4571","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 0:42"
"4572","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 0:42"
"4573","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 0:43"
"4574","aquaHub-660247","9001-43284","Male",166,2025-09-18,"2025-09-18 0:43"
"4575","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 0:44"
"4576","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 0:44"
"4577","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 0:45"
"4578","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 0:45"
"4579","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 0:46"
"4580","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 0:48"
"4581","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 0:50"
"4582","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 0:50"
"4583","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 0:52"
"4584","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 0:55"
"4585","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 0:55"
"4586","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 0:57"
"4587","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 0:57"
"4588","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 0:58"
"4589","aquaHub-660141","9001-43287","Female",201,2025-09-18,"2025-09-18 1:00"
"4590","aquaHub-660141","9001-43287","Female",201,2025-09-18,"2025-09-18 1:02"
"4591","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 1:02"
"4592","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 1:03"
"4593","aquaHub-660141","9001-43287","Female",201,2025-09-18,"2025-09-18 1:04"
"4594","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 1:05"
"4595","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 1:05"
"4596","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 1:07"
"4597","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 1:08"
"4598","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 1:08"
"4599","aquaHub-660141","9001-43287","Female",201,2025-09-18,"2025-09-18 1:08"
"4600","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 1:09"
"4601","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 1:10"
"4602","aquaHub-660141","9001-43287","Female",201,2025-09-18,"2025-09-18 1:10"
"4603","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 1:11"
"4604","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 1:12"
"4605","aquaHub-660141","9001-43287","Female",201,2025-09-18,"2025-09-18 1:12"
"4606","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 1:13"
"4607","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 1:14"
"4608","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 1:17"
"4609","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 1:17"
"4610","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 1:18"
"4611","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 1:19"
"4612","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 1:19"
"4613","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 1:20"
"4614","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 1:20"
"4615","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 1:21"
"4616","aquaHub-660141","9001-43287","Female",201,2025-09-18,"2025-09-18 1:21"
"4617","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 1:22"
"4618","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 1:23"
"4619","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 1:25"
"4620","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 1:25"
"4621","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 1:27"
"4622","aquaHub-660141","9001-43287","Female",201,2025-09-18,"2025-09-18 1:28"
"4623","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 1:30"
"4624","aquaHub-660141","9001-43287","Female",201,2025-09-18,"2025-09-18 1:30"
"4625","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 1:31"
"4626","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 1:31"
"4627","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 1:32"
"4628","aquaHub-660141","9001-43287","Female",201,2025-09-18,"2025-09-18 1:33"
"4629","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 1:33"
"4630","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 1:34"
"4631","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 1:35"
"4632","aquaHub-660141","9001-43287","Female",201,2025-09-18,"2025-09-18 1:35"
"4633","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 1:36"
"4634","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 1:36"
"4635","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 1:37"
"4636","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 1:37"
"4637","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 1:38"
"4638","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 1:39"
"4639","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 1:40"
"4640","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 1:42"
"4641","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 1:43"
"4642","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 1:45"
"4643","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 1:46"
"4644","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 1:47"
"4645","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 1:48"
"4646","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 1:48"
"4647","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 1:53"
"4648","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 1:53"
"4649","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 1:55"
"4650","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 1:56"
"4651","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 1:57"
"4652","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 1:59"
"4653","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 1:59"
"4654","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 2:00"
"4655","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 2:01"
"4656","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 2:02"
"4657","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 2:03"
"4658","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 2:06"
"4659","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 2:07"
"4660","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 2:09"
"4661","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 2:09"
"4662","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 2:11"
"4663","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 2:13"
"4664","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 2:13"
"4665","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 2:15"
"4666","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 2:16"
"4667","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 2:18"
"4668","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 2:19"
"4669","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 2:20"
"4670","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 2:24"
"4671","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 2:25"
"4672","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 2:27"
"4673","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 2:28"
"4674","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 2:29"
"4675","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 2:30"
"4676","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 2:30"
"4677","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 2:32"
"4678","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 2:32"
"4679","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 2:34"
"4680","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 2:36"
"4681","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 2:37"
"4682","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 2:38"
"4683","aquaHub-660298","9001-26756","Male",1.6,2025-09-18,"2025-09-18 2:38"
"4684","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 2:38"
"4685","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 2:39"
"4686","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 2:42"
"4687","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 2:43"
"4688","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 2:44"
"4689","aquaHub-660298","9001-52039","Male",170,2025-09-18,"2025-09-18 2:47"
"4690","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 2:48"
"4691","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 2:48"
"4692","aquaHub-660298","9001-26756","Male",1.6,2025-09-18,"2025-09-18 2:49"
"4693","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 2:50"
"4694","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 2:52"
"4695","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 2:54"
"4696","aquaHub-660298","9001-52029","Male",1.5,2025-09-18,"2025-09-18 2:55"
"4697","aquaHub-660298","9001-52036","Male",161,2025-09-18,"2025-09-18 2:55"
